id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
48925624,LIVING THE DREAM ON THE ROOFTOP-MANCHESTER 2BR PH,123745971,Especial,Manchester,City Centre,53.47885,-2.23077,Entire home/apt,520,2,2,2021-07-24,0.11,4,175,0,
48930146,"*Scenic* Stables Cottage- Delph, Saddleworth",387044880,Sally,Oldham,Oldham District,53.57097,-2.01563,Entire home/apt,84,3,15,2022-11-10,1.08,2,102,11,
48937838,Stylish large mezzanine en-suite bedroom,184058000,Dhugal,Manchester,Whalley Range,53.45095,-2.26125,Private room,31,20,4,2022-03-31,0.22,8,190,1,
48938146,"Large, private, attic en-suite bedroom",184058000,Dhugal,Manchester,Whalley Range,53.45075,-2.2611,Private room,30,21,7,2022-08-31,0.36,8,161,2,
48947057,"Two double bedroom apartment on Burton Road, Dids",334263418,Hayley,Manchester,Old Moat,53.433,-2.23442,Entire home/apt,122,7,9,2022-06-26,0.50,11,333,7,
48995855,Hacken Lodge,298125660,Kat,Bolton,Bolton District,53.56661,-2.40217,Entire home/apt,95,2,24,2022-10-25,1.25,2,347,14,
48996120,"The Barn, getaway on the Saddleworth hills",395133630,Wendy,Oldham,Oldham District,53.55943,-2.05732,Entire home/apt,75,1,58,2022-10-25,2.80,1,296,17,
49009449,Extra Large Room with En suite + On-site Gym,389523186,John,Oldham,Oldham District,53.55351,-2.11857,Private room,40,5,16,2022-11-28,0.92,3,62,10,
49038275,2 BEDROOM HOUSE & 4 DOUBLE BEDS NEAR CITY STADIUM,105491725,Richard & Florence,Manchester,Gorton North,53.46586,-2.18851,Entire home/apt,103,3,23,2022-12-11,1.16,4,326,13,
49046260,Comfortable and homely terraced house,83062725,Diane,Trafford,Trafford District,53.4571,-2.26538,Entire home/apt,308,1,43,2022-10-16,2.28,9,88,10,
49049798,#21 Riverview gym/St. Peter sqr luxury 2ensuite,300749948,Ace,Salford,Salford District,53.48306,-2.26444,Entire home/apt,81,30,3,2022-12-25,0.16,15,180,1,
49052794,Cheadle house! 4BR Manchester/Stockport,307616643,Kyle,Stockport,Stockport District,53.39584,-2.17018,Entire home/apt,191,2,8,2022-08-06,0.52,3,85,2,
49087918,A COSY MID TERRACED TWO BED ETHICAL HOMETEL.,395899326,Carrie,Bolton,Bolton District,53.60251,-2.55125,Entire home/apt,69,2,48,2022-12-23,2.84,1,299,36,
49102828,Manchester Large room with king size bed,149576248,Jon,Manchester,Harpurhey,53.49571,-2.21562,Private room,48,1,38,2022-09-19,2.22,1,174,23,
49102901,Manchester city studio apartment,304320950,Unique Props,Manchester,City Centre,53.47411,-2.2399,Entire home/apt,50,250,14,2022-06-07,0.69,3,9,5,
49118339,Beautiful south facing bedroom & private bathroom,184058000,Dhugal,Manchester,Whalley Range,53.44935,-2.25976,Private room,26,20,12,2022-11-11,0.62,8,167,9,
49123784,Stunning Refurbished House - Free WIFI - sleeps 5,369624884,Kevin And Laura,Manchester,Moss Side,53.45126,-2.23948,Entire home/apt,139,2,39,2022-12-19,2.06,55,71,24,
49136238,Luxury City Centre Home ❤ With Free Secure Parking,28305766,City Superhost,Manchester,Cheetham,53.49099,-2.24003,Entire home/apt,141,1,67,2022-12-04,3.26,56,85,42,
49152046,3 Bedroom Beautiful Apartment *Free Parking*,196543537,Olusegen,Salford,Salford District,53.4822,-2.30846,Entire home/apt,204,1,81,2022-12-10,4.16,1,132,51,
49166533,Modern 2bd Apt Close to Centre and University-slp5,369624884,Kevin And Laura,Manchester,Hulme,53.46758,-2.23766,Entire home/apt,152,2,59,2022-11-11,2.89,55,16,21,
49219388,Straightcut (UK33688),222201078,"Cottages,Com",Oldham,Oldham District,53.577117919921875,-2.0554490089416504,Entire home/apt,999,1,1,2022-06-13,0.15,3,0,1,
49237376,River view Luxury apartment 2 ensuite gym city,397190342,Amaz,Salford,Salford District,53.48233,-2.26473,Entire home/apt,88,30,1,2021-07-27,0.06,5,180,0,
49241247,Quirky vintage caravan in leafy central suburb,14759249,Mia,Manchester,Whalley Range,53.44898,-2.25653,Entire home/apt,50,1,47,2022-12-10,2.31,1,173,29,
49255758,Beautiful en-suite room available.,247602906,Patience,Manchester,Miles Platting and Newton Heath,53.49523,-2.16596,Private room,40,1,24,2022-12-19,1.55,1,140,13,
49271749,Modern 2 bedroom flat in a Victoria house 1st F,152182419,S,Salford,Salford District,53.50484,-2.31852,Entire home/apt,78,25,5,2022-11-28,0.30,7,359,4,
49275124,Manchester Warehouse Apartment by Jacksonheim Resi,36240230,The Jacksonheim Boutique,Manchester,City Centre,53.4721,-2.24436,Entire home/apt,116,28,18,2021-10-30,0.90,20,333,0,
49283493,Comfy flat,83656618,Dennis,Salford,Salford District,53.5138,-2.34429,Entire home/apt,33,90,0,,,3,3,0,
49319571,Perfect For Contractors 5 Bathrooms 5 Bedrooms,26721812,Paul,Salford,Salford District,53.48805,-2.33436,Entire home/apt,679,4,10,2022-10-24,0.60,5,365,5,
49332274,Luxury VW Campervan to hire,8250721,Jonathan,Salford,Salford District,53.47444,-2.26713,Entire home/apt,91,1,6,2022-12-02,0.40,1,287,4,
49357988,Town House near Piccadilly train station,128645331,Liming,Manchester,Ardwick,53.47343,-2.2304,Entire home/apt,139,2,57,2022-12-05,3.03,1,86,39,
49362043,"R&R nr MediaCity (4 bedrms, 6 beds, Free Parking)",2046430,Tom,Salford,Salford District,53.48454,-2.29524,Entire home/apt,376,2,15,2022-11-28,0.75,34,115,2,
49363779,Beautiful house in the heart of a golf course.,398169052,Mateus,Bury,Bury District,53.51686,-2.28342,Entire home/apt,76,1,77,2022-12-11,3.81,4,355,40,
49375058,Dog friendly unique Saddleworth barn conversion,83144347,Dom,Oldham,Oldham District,53.56009,-2.04886,Entire home/apt,132,3,45,2022-12-26,2.24,3,331,24,
49376471,Dog Friendly Unique barn conversion in Saddleworth,83144347,Dom,Oldham,Oldham District,53.56286,-2.04574,Entire home/apt,100,3,23,2022-12-26,2.45,3,317,23,
49381450,"8 Bed, sleeps 10, 3 Bath house, 5 Mins Manc Centre",75169370,Martin,Salford,Salford District,53.47698211669922,-2.2738449573516846,Entire home/apt,569,1,103,2022-12-22,5.17,1,183,70,
49383579,Amazing apartment with panoramic fish tank.,398169052,Mateus,Bury,Bury District,53.51575,-2.28544,Entire home/apt,77,1,64,2022-12-23,3.14,4,357,43,
49400806,AMAZING OPEN PLAN LIVING,398169052,Mateus,Bury,Bury District,53.51649,-2.28388,Entire home/apt,70,1,21,2022-12-11,1.05,4,340,14,
49412145,"Waterfront modern studio, Manchester- min 28 days",18054334,Lina (Grazvydas-Host),Salford,Salford District,53.46834,-2.2848,Entire home/apt,51,28,9,2022-08-17,0.48,1,189,5,
49422214,"Luxury Penthouse,Great location,23rd floor views",1695582,Hafeez,Salford,Salford District,53.48538,-2.24622,Entire home/apt,237,1,43,2022-12-11,2.65,6,332,23,
49434171,The Manchester Pad - 3BR Entire house with parking,307616643,Kyle,Stockport,Stockport District,53.45346,-2.1592,Entire home/apt,132,2,40,2022-10-21,1.99,3,90,20,
49453847,Gorgeous Luxury Modern Home In Central Manchester,214972346,Claudy,Manchester,Moss Side,53.45542,-2.23396,Entire home/apt,110,1,54,2022-12-11,2.77,2,76,23,
49454065,31st floor Manchester Center City views like NY,398856087,Kudret,Manchester,Ancoats and Clayton,53.4858,-2.23625,Entire home/apt,300,3,0,,,1,90,0,
49458210,"Elegance Leisure Stay: 7 beds 4baths, sleeps 10",398879879,Larry,Bolton,Bolton District,53.590099,-2.535519,Entire home/apt,355,3,10,2022-09-16,0.50,2,363,5,
49476862,Stylish & cosy apartment Northern Quarter/Ancoats,28305766,City Superhost,Manchester,Ancoats and Clayton,53.48555,-2.23214,Entire home/apt,120,1,89,2022-11-13,4.61,56,246,50,
49493852,1 Bed Apartment in Wigan Center,369624884,Kevin And Laura,Wigan,Wigan District,53.54645,-2.63289,Entire home/apt,69,2,10,2022-08-09,0.51,55,125,7,
49494983,1 Bed Apartment in Wigan Center,369624884,Kevin And Laura,Wigan,Wigan District,53.54653,-2.6318,Entire home/apt,72,2,11,2022-10-04,0.56,55,96,8,
49495952,Two Bedroom Apartment In Central Manchester,2331446,Mr,Manchester,Ancoats and Clayton,53.48656,-2.23428,Entire home/apt,70,2,40,2022-12-01,2.06,19,329,25,
49496144,Comfortable 1 bedroom apartment in Wigan,369624884,Kevin And Laura,Wigan,Wigan District,53.54457,-2.63143,Entire home/apt,69,2,6,2022-10-19,0.33,55,125,2,
49497142,2 Bedroom Apartment Manchester CC,248034547,Rosetta,Manchester,Ancoats and Clayton,53.48615,-2.23462,Entire home/apt,71,3,18,2022-11-24,0.92,17,344,7,
49497173,Wigan Comfortable 2 Bedrooms Apartment,369624884,Kevin And Laura,Wigan,Wigan District,53.54672,-2.63188,Entire home/apt,75,2,9,2022-10-28,0.53,55,124,5,
49497383,Bright 2 Bedroom Apartment In Manchester with Pool,265006671,Jr,Manchester,Ancoats and Clayton,53.48788,-2.23473,Entire home/apt,144,3,1,2022-12-02,1,18,334,1,
49497483,Luxury Two Bedroom Apartment Central Manchester,265006671,Jr,Manchester,Ancoats and Clayton,53.48814,-2.23454,Entire home/apt,266,3,1,2022-03-25,0.11,18,347,1,
49497542,2 Bedrooms Apartment in Wigan Center,369624884,Kevin And Laura,Wigan,Wigan District,53.5448,-2.63169,Entire home/apt,84,2,4,2022-12-01,0.27,55,125,3,
49497570,Two Bedroom Apartment in Central Manchester,248034547,Rosetta,Manchester,Ancoats and Clayton,53.48644,-2.23364,Entire home/apt,86,3,8,2022-07-03,0.42,17,351,2,
49497798,Modern Two Bed Apartment Manchester City Centre,258709744,Rosetta,Manchester,Ancoats and Clayton,53.48781,-2.23451,Entire home/apt,95,28,4,2021-11-25,0.21,18,345,0,
49497827,"View To The City, Two Bedroom Apartment Manchester",152064486,Mr,Manchester,Ancoats and Clayton,53.48738,-2.23504,Entire home/apt,79,3,1,2022-01-01,0.08,16,351,1,
49497873,Two Bed Apartment Manchester 10 mins walk from CC,258709744,Rosetta,Manchester,Ancoats and Clayton,53.48657,-2.23321,Entire home/apt,74,3,34,2022-11-11,1.78,18,322,24,
49508535,Wigan Central 2 Bedroom Apartment,369624884,Kevin And Laura,Wigan,Wigan District,53.54442,-2.63261,Entire home/apt,84,2,9,2022-12-03,0.57,55,124,8,
49512209,2 Bedroom apartment with Pool and Sauna Manchester,152064486,Mr,Manchester,Ancoats and Clayton,53.48613,-2.23369,Entire home/apt,234,3,3,2022-11-20,0.19,16,351,2,
49519464,Spacious family home for 5 with garden and parking,26914290,Sylvia,Stockport,Stockport District,53.37224,-2.21731,Entire home/apt,152,4,10,2022-08-22,0.52,1,0,3,
49524325,Coach House,45630673,David,Stockport,Stockport District,53.40992,-2.15814,Entire home/apt,61,7,11,2022-12-05,0.61,1,79,9,
49538123,Gotham City Apartment by Jacksonheim Residences,36240230,The Jacksonheim Boutique,Manchester,City Centre,53.48147,-2.23224,Entire home/apt,305,30,3,2022-08-24,0.21,20,192,2,
49545053,Carpe Diem -  cozy place near the City Centre,52422592,Magda,Salford,Salford District,53.49315,-2.2573,Entire home/apt,70,2,91,2022-12-19,4.74,1,78,54,
49563015,Stylish and spacious 3 bedroom semi-detached house,218616936,James,Wigan,Wigan District,53.51152,-2.53566,Entire home/apt,98,2,37,2022-11-13,1.89,1,0,19,
49575486,Studio Apt Manchester City Centre,304320950,Unique Props,Manchester,City Centre,53.47427,-2.23891,Entire home/apt,50,10,8,2022-08-18,0.42,3,6,3,
49605173,Trafford Centre - Short-term Stays,62617785,Micheal,Salford,Salford District,53.48066,-2.35373,Entire home/apt,83,2,1,2022-08-17,0.23,2,13,1,
49625739,"Luxury furnished 1 bed flat. Convince, City center",226651675,Zhidong,Manchester,City Centre,53.47517,-2.23672,Entire home/apt,2180,1,1,2021-06-06,0.05,1,0,0,
49629387,Modern City Centre Warehouse Conversion *Canal St*,399022656,Benjamin-Pass The Keys,Manchester,City Centre,53.47603,-2.23947,Entire home/apt,123,2,72,2022-10-23,3.88,1,168,42,
49651670,#1 Riverview gym luxury 2ensuites apartment,300749948,Ace,Manchester,City Centre,53.48272615114396,-2.2452919197692034,Entire home/apt,87,30,2,2021-11-06,0.11,15,365,0,
49651709,Riverview near city ctr 2ensuite gorgeous view,300749948,Ace,Salford,Salford District,53.48354,-2.26605,Entire home/apt,88,29,3,2021-10-11,0.17,15,365,0,
49652518,Riverview near city center 2 ensuite luxury,300749948,Ace,Salford,Salford District,53.48357,-2.26485,Entire home/apt,88,30,2,2021-11-09,0.13,15,365,0,
49680187,Canal View Piccadilly Apartment,61619425,Fern,Manchester,Ancoats and Clayton,53.47965,-2.22355,Entire home/apt,150,1,20,2022-05-08,1.55,1,0,15,
49700050,Manchester City Centre Apartment 1 Bed +Sofa Bed.,310835509,TravelNest,Manchester,City Centre,53.47336,-2.25064,Entire home/apt,174,1,49,2022-11-27,2.53,10,364,26,
49702633,"Spacious Flat in Shaw, Oldham",313780184,Nausheen,Oldham,Oldham District,53.57604,-2.08704,Entire home/apt,53,1,58,2022-12-11,2.93,1,303,18,
49702690,RENT IN IRLAM MANCHESTER,400868259,Crystal,Salford,Salford District,53.43707,-2.43306,Private room,550,31,0,,,1,365,0,
49707320,"Driveway. Winton, Manchester near Trafford Centre",400897125,Leanne,Salford,Salford District,53.48584,-2.36379,Entire home/apt,88,2,75,2022-12-18,4.21,1,298,45,
49721368,Two Bed Apartment in Northern Quarter with pool,2331446,Mr,Manchester,Ancoats and Clayton,53.48747,-2.23462,Entire home/apt,165,2,1,2021-09-17,0.06,19,351,0,
49722603,Relaxing Two Bed Apartment in Manchester Centre,2331446,Mr,Manchester,Ancoats and Clayton,53.48732,-2.23253,Entire home/apt,310,3,20,2022-11-25,1.19,19,331,12,
49727083,"✪30% OFF, Mon to Fri Stay,Business Travelers Fav★",401044422,Helen,Salford,Salford District,53.48073,-2.29509,Entire home/apt,150,1,2,2021-06-06,0.10,2,351,0,
49727694,2 Bed Manchester With Rooftop Pool + Gym,248034547,Rosetta,Manchester,Ancoats and Clayton,53.48635,-2.23272,Entire home/apt,231,3,17,2022-12-15,1.03,17,335,15,
49734265,"Chortonville, nr Beech Road. Entire Apartment.",45689564,William,Manchester,Chorlton,53.43955,-2.2825,Entire home/apt,124,2,14,2022-12-15,1.41,1,260,14,
49745372,2 Bedroom Central Manchester With Pool and Sauna,258709744,Rosetta,Manchester,Ancoats and Clayton,53.48646,-2.23364,Entire home/apt,131,3,8,2022-08-29,0.46,18,351,6,
49745400,Beautiful 2B In Northern Quarter Manchester CC,258709744,Rosetta,Manchester,Ancoats and Clayton,53.48752,-2.23237,Entire home/apt,231,3,21,2022-12-10,1.56,18,333,19,
49745440,Bright Two Bedroom Apartment Manchester,152064486,Mr,Manchester,Ancoats and Clayton,53.48766,-2.23217,Entire home/apt,227,2,12,2022-08-21,0.89,16,349,9,
49745707,Bright Two Bedroom Apartment in Central Manchester,152064486,Mr,Manchester,Ancoats and Clayton,53.4879,-2.23317,Entire home/apt,227,3,9,2022-05-13,0.57,16,351,3,
49757534,5 min Traford Centre&Train/S 15 Manchester City,242273097,Florence,Trafford,Trafford District,53.46061,-2.36293,Entire home/apt,56,7,30,2022-11-19,1.57,2,220,15,
49764730,Residential Estates Insignia - 2 Bed apartment,54231432,Natalie,Trafford,Trafford District,53.45935,-2.28398,Entire home/apt,99,2,29,2022-11-27,1.53,8,316,19,
49765539,2 Bedroom with Pool and Gym Access Manchester,265006671,Jr,Manchester,Ancoats and Clayton,53.4879,-2.23336,Entire home/apt,72,4,14,2022-10-17,0.81,18,346,9,
49765896,Stay In Manchester Centre with the View and Pool,265006671,Jr,Manchester,Ancoats and Clayton,53.48808,-2.23283,Entire home/apt,258,3,5,2022-07-23,0.26,18,351,3,
49797157,"Beautiful Chorlton Green townhouse, sleeps 3.",76430602,Sarah,Manchester,Chorlton,53.43689,-2.28574,Entire home/apt,90,2,23,2022-08-01,1.21,1,20,12,
49797187,Swan Street Townhouse(Slps23) Roof Terrace hot tub,199676673,Jody,Manchester,Ancoats and Clayton,53.4856,-2.23293,Entire home/apt,1536,1,13,2022-10-30,0.74,12,312,5,
49837689,"Studio(2)Private, En-Suite Kitchen 2x Single Beds",182070924,Ms Galina A,Bolton,Bolton District,53.59955,-2.4305,Private room,45,1,48,2022-10-09,2.62,3,233,29,
49854458,Studio Flat,368143784,Iulian,Manchester,Woodhouse Park,53.36816,-2.26479,Entire home/apt,95,1,43,2022-12-02,2.21,1,321,14,
49859545,Spacious 3-bed Brand-new Home near Manchester,26598865,Pablo & Malu,Stockport,Stockport District,53.43103,-2.1289,Entire home/apt,122,7,7,2022-07-30,0.40,1,0,4,
49874915,Emerald Rooms Bolton by Prime Stay,34299516,Tamas,Bolton,Bolton District,53.58457,-2.44973,Entire home/apt,113,3,21,2022-11-15,1.09,6,348,8,
49880437,One Bed Serviced Apartment,402250462,Central,Manchester,Miles Platting and Newton Heath,53.49423,-2.21593,Entire home/apt,199,1,0,,,2,0,0,
49917035,CitySuites Aparthotel Luxury City View Studio Apt,105664625,CitySuites,Salford,Salford District,53.48668,-2.24659,Entire home/apt,125,1,49,2022-11-27,2.55,6,328,21,
49925941,The Works-Fresh 2bed in centre - opposite Arndale.,262284288,George,Manchester,City Centre,53.48566,-2.24105,Entire home/apt,173,2,51,2022-12-11,2.62,7,153,32,
49927085,Clean renovated double room with ensuite wet room,184058000,Dhugal,Manchester,Whalley Range,53.45086,-2.25994,Private room,32,20,9,2022-09-30,0.50,8,234,3,
49937409,IMMACULATE 2-BED APARTMENT IN MANCHESTER,402611154,David,Manchester,Miles Platting and Newton Heath,53.50414,-2.18256,Entire home/apt,112,4,6,2022-04-04,0.31,1,0,1,
49943611,Garden apartment in fashionable West Didsbury!,334263418,Hayley,Manchester,Old Moat,53.43126,-2.23438,Entire home/apt,91,10,8,2022-11-14,0.43,11,324,5,
49943671,Contemporary 2 Bedroom Apartment in Bolton,11570657,Helen & Ally,Bolton,Bolton District,53.57889,-2.4246,Entire home/apt,61,3,12,2022-11-17,0.78,48,173,10,
49965140,Entire home - Huge Space- Perfect family retreat,41442874,Izzy And Marie,Tameside,Tameside District,53.47417,-2.14028,Entire home/apt,704,2,11,2022-11-07,0.62,2,361,4,
49974543,Stunning edwardian home w South facing garden,3896629,Tine,Manchester,Levenshulme,53.43991,-2.19206,Entire home/apt,170,7,5,2022-08-17,0.41,1,66,5,
49982056,Time Away in Machester,287528767,Gabisile,Manchester,Woodhouse Park,53.37853,-2.26387,Entire home/apt,90,3,11,2022-02-15,0.66,1,179,1,
49982654,"Moderns Stays @ Kippax House (6 Bedrms, Sleeps 13)",2046430,Tom,Manchester,Moss Side,53.45462,-2.23369,Entire home/apt,383,2,12,2022-07-31,0.63,34,184,5,
50000645,Brand New! Perfect Studio *Parking Inc* Close2Picc,55933045,Dan - BnBee,Manchester,Ardwick,53.47018,-2.22515,Entire home/apt,250,1,104,2022-12-11,5.46,18,262,36,
50020016,Deluxe Double Room,206436555,Aryeh,Salford,Salford District,53.50223,-2.26221,Private room,72,1,3,2022-02-21,0.19,2,355,2,
50020179,Standard Double Room,206436555,Aryeh,Salford,Salford District,53.50083,-2.26094,Private room,65,1,9,2022-09-24,0.50,2,351,3,
50026525,THE OLD FOUNDRY...ideal for work stays,185614612,Anton,Oldham,Oldham District,53.51123,-2.1595,Entire home/apt,30,28,7,2022-11-12,0.38,2,90,3,
50026771,Bohemian Chic Boutique by The Jacksonheim Boutique,36240230,The Jacksonheim Boutique,Manchester,Ancoats and Clayton,53.48495,-2.23239,Entire home/apt,85,1,38,2022-08-31,2.08,20,317,13,
50026871,Africana Warehouse by Jacksonheim Residences,36240230,The Jacksonheim Boutique,Manchester,Ancoats and Clayton,53.48076,-2.22905,Entire home/apt,336,90,21,2021-11-02,1.15,20,32,0,
50058431,GuestReady - Minimalist Riverside Studio in,402191311,GuestReady,Salford,Salford District,53.48695,-2.26375,Entire home/apt,65,3,23,2022-12-16,1.26,6,244,13,
50070826,3 beds apartment - Stretford Rd - Three Bathrooms,149251360,Bevolve,Trafford,Trafford District,53.46544,-2.26454,Entire home/apt,156,1,20,2022-12-07,1.12,6,349,15,
50070987,2 bed apartment - Stretford Rd - One Bathroom,149251360,Bevolve,Trafford,Trafford District,53.46594,-2.26369,Entire home/apt,125,1,17,2022-11-25,0.91,6,359,9,
50078113,Oslo,201746366,Airshack,Manchester,Old Moat,53.43666,-2.22963,Entire home/apt,517,2,43,2022-10-28,2.37,25,311,21,
50080626,"Modern & Chic 1-bedroom Home-2-Home, Cheadle",58167274,Becca,Stockport,Stockport District,53.3978,-2.18996,Entire home/apt,91,1,14,2022-04-02,0.88,1,329,3,
